record_type,run_name,relative_path,target,completion,retention_class,retention_reason,config_relative_path,architecture_label,frame_count,canvas_size,active_size,lane_grid,lane_size,lane_pitch,parallel_expert_size,parallel_expert_pitch,serial_expert_size,top_k,alpha_min,alpha_initial,alpha_max,unmodulated_power_fraction_eval,router_noise_std,phase_learning_rate,router_phase_learning_rate,epochs,batch_size,test_interval_epochs,best_epoch,best_test_srcc,final_test_srcc,final_test_krcc,final_test_plcc,final_test_rmse,final_test_mae,optical_off_srcc,optical_srcc_delta,formal_checkpoint_relative_path,formal_checkpoint_sha256,vision_router_implementation,vision_router_selected_share,language_router_selected_share,run_size_bytes,pt_count,pt_size_bytes,phase_snapshot_count,phase_snapshot_size_bytes,latest_mtime_utc
run,lgvq_spatial_identity_q25_a40_b064,runs/lgvq_spatial_identity_q25_a40_b064,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_b064.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,64,2,,0.6093262811892518,0.6093262811892518,0.43963439286843636,0.6460874107472461,8.906110763549805,6.95538330078125,,,,,optical_parallel16_energy_top2,"[0.2058691829442978,0.16151434183120728,0.33736559748649597,0.29525089263916016]","[0.5,0.0,0.5,0.0]",143776,0,0,0,0,2026-09-03T13:13:03.808287+00:00
run,lgvq_spatial_identity_q25_a40_b128,runs/lgvq_spatial_identity_q25_a40_b128,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_b128.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,128,2,58,0.6201390595254881,0.6201390595254881,0.4478354942157442,0.6573449432420844,8.721129417419434,6.876414775848389,0.5500781599014917,0.07006089962399642,runs/lgvq_spatial_identity_q25_a40_b128/best_observed_test_checkpoint.pt,62480e04b96be981303519b7a4a616e10408254fe7dab518a91f7fe6fd88bb6b,optical_parallel16_energy_top2,"[0.21908602118492126,0.375,0.18369175493717194,0.2222222238779068]","[0.0,0.5,0.5,0.0]",551737,0,0,0,0,2026-09-03T13:27:26.386908+00:00
run,lgvq_spatial_identity_q25_a40_b192,runs/lgvq_spatial_identity_q25_a40_b192,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_b192.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,192,2,,0.6149528614601794,0.6149528614601794,0.4436255096936568,0.6557717740832271,8.796688079833984,6.9321184158325195,,,,,optical_parallel16_energy_top2,"[0.12096773833036423,0.2517921030521393,0.3754480183124542,0.2517921030521393]","[0.5,0.5,0.0,0.0]",130766,0,0,0,0,2026-09-03T13:13:04.796244+00:00
run,lgvq_spatial_identity_q25_a40_clean,runs/lgvq_spatial_identity_q25_a40_clean,spatial,complete,keep_formal_dependency,spatial initialization root,configs/release/spatial_identity_q25_a40_clean.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,64,0.6230546577133472,0.6230546577133472,0.4514146247880387,0.6632539503746556,8.572431564331055,6.777914524078369,0.542145892839618,0.08090876487372922,runs/lgvq_spatial_identity_q25_a40_clean/best_observed_test_checkpoint.pt,a7f3bc085876515cbf6492b5ed8e8a01e73072e4c3785d53ba8396b815085810,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",311826069,34,311274228,32,193333824,2026-09-03T13:03:13.418874+00:00
run,lgvq_spatial_identity_q25_a40_clean_s75,runs/lgvq_spatial_identity_q25_a40_clean_s75,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_clean_s75.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.6065405322088211,0.6065405322088211,0.4376903327374419,0.6499760902060794,8.776219367980957,6.886608123779297,,,,,optical_parallel16_energy_top2,"[0.2892025113105774,0.3779121935367584,0.2219982147216797,0.11088709533214569]","[0.5,0.0,0.5,0.0]",73869,0,0,0,0,2026-09-03T12:48:33.228322+00:00
run,lgvq_spatial_identity_q25_a40_clean_s76,runs/lgvq_spatial_identity_q25_a40_clean_s76,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_clean_s76.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.608180914483515,0.608180914483515,0.43959576915722454,0.6552273388785432,8.828944206237793,6.860668659210205,,,,,optical_parallel16_energy_top2,"[0.24417562782764435,0.07459677755832672,0.4997759759426117,0.18145161867141724]","[0.0,0.5,0.5,0.0]",72908,0,0,0,0,2026-09-03T12:48:41.044360+00:00
run,lgvq_spatial_identity_q25_a40_clean_s77,runs/lgvq_spatial_identity_q25_a40_clean_s77,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_clean_s77.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.6029996548322123,0.6029996548322123,0.4369693567948214,0.6488962736877397,9.029951095581055,7.034229278564453,,,,,optical_parallel16_energy_top2,"[0.2589605748653412,0.20340502262115479,0.203853040933609,0.333781361579895]","[0.0,0.5,0.5,0.0]",63560,0,0,0,0,2026-09-03T12:48:41.956364+00:00
run,lgvq_spatial_identity_q25_a40_clean_s78,runs/lgvq_spatial_identity_q25_a40_clean_s78,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_clean_s78.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.5906630822330582,0.5906630822330582,0.42444239979179077,0.6397271200869634,9.038522720336914,7.0741424560546875,,,,,optical_parallel16_energy_top2,"[0.0,0.07123655825853348,0.4287634491920471,0.5]","[0.0,0.5,0.0,0.5]",76389,0,0,0,0,2026-09-03T12:48:37.560343+00:00
run,lgvq_spatial_identity_q25_a40_clean_s79,runs/lgvq_spatial_identity_q25_a40_clean_s79,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_clean_s79.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.6028030852341584,0.6028030852341584,0.4348450526781718,0.6506240867540053,8.739813804626465,6.881097316741943,,,,,optical_parallel16_energy_top2,"[0.35573476552963257,0.11895161122083664,0.3794802725315094,0.1458333283662796]","[0.0,0.5,0.5,0.0]",63528,0,0,0,0,2026-09-03T12:48:36.796339+00:00
run,lgvq_spatial_identity_q25_a40_corr200,runs/lgvq_spatial_identity_q25_a40_corr200,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_corr200.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.6112050196420498,0.6112050196420498,0.44106347018327335,0.6548067769790908,8.955257415771484,7.015590190887451,,,,,optical_parallel16_energy_top2,"[0.5,0.12455197423696518,0.375,0.00044802867341786623]","[0.5,0.0,0.5,0.0]",53874,0,0,0,0,2026-09-03T12:56:03.653949+00:00
run,lgvq_spatial_identity_q25_a40_latecorr025,runs/lgvq_spatial_identity_q25_a40_latecorr025,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr025.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr025_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.6235149317124445,0.6235149317124445,0.45165924162571347,0.6633766966946776,8.564526557922363,6.7688469886779785,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",83027,0,0,0,0,2026-09-03T13:39:47.786790+00:00
run,lgvq_spatial_identity_q25_a40_latecorr050,runs/lgvq_spatial_identity_q25_a40_latecorr050,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr050.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr050_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.6231906195031466,0.6231906195031466,0.4518008619001568,0.6627391532332374,8.581415176391602,6.776342868804932,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",68985,0,0,0,0,2026-09-03T13:36:46.212481+00:00
run,lgvq_spatial_identity_q25_a40_latecorr050_hard,runs/lgvq_spatial_identity_q25_a40_latecorr050_hard,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr050_hard.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr050_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.6230545886446198,0.6230545886446198,0.45140175021763473,0.6632541238253861,8.572431564331055,6.777914524078369,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",164713,0,0,0,0,2026-09-03T13:47:56.983905+00:00
run,lgvq_spatial_identity_q25_a40_latecorr050_hard_srcc,runs/lgvq_spatial_identity_q25_a40_latecorr050_hard_srcc,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr050_hard_srcc.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr050_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.6234765985687621,0.6234765985687621,0.45164636705530953,0.6631074417988886,8.64844799041748,6.838498115539551,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",168351,0,0,0,0,2026-09-03T13:48:05.108054+00:00
run,lgvq_spatial_identity_q25_a40_latecorr050_lr100,runs/lgvq_spatial_identity_q25_a40_latecorr050_lr100,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr050_lr100.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr050_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.6231947636267879,0.6231947636267879,0.4514918722104623,0.6632506540080236,8.568671226501465,6.7735371589660645,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",66371,0,0,0,0,2026-09-03T13:39:55.490721+00:00
run,lgvq_spatial_identity_q25_a40_latecorr050_srcc,runs/lgvq_spatial_identity_q25_a40_latecorr050_srcc,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr050_srcc.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr050_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.623559999057044,0.623559999057044,0.45192960760419615,0.6629694336665284,8.575128555297852,6.775155067443848,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",28693,0,0,0,0,2026-09-03T13:36:43.916503+00:00
run,lgvq_spatial_identity_q25_a40_latecorr100,runs/lgvq_spatial_identity_q25_a40_latecorr100,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr100.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr100_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.6234332924767102,0.6234332924767102,0.45151762135127016,0.6631761749554987,8.569488525390625,6.773318290710449,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",47488,0,0,0,0,2026-09-03T13:36:44.440498+00:00
run,lgvq_spatial_identity_q25_a40_latecorr100_hard,runs/lgvq_spatial_identity_q25_a40_latecorr100_hard,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_latecorr100_hard.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_lateinputcorr100_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,100,128,1,,0.6230316232927742,0.6230316232927742,0.4513888756472308,0.6632533349325163,8.572441101074219,6.777920246124268,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",161796,0,0,0,0,2026-09-03T13:47:59.195946+00:00
run,lgvq_spatial_identity_q25_a40_multiscale,runs/lgvq_spatial_identity_q25_a40_multiscale,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_multiscale.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialmultiscale_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.612753091562633,0.612753091562633,0.4421320595268001,0.6521157429522574,8.688553810119629,6.82904577255249,,,,,optical_parallel16_energy_top2,"[0.5,0.20250895619392395,0.27464157342910767,0.022849462926387787]","[0.5,0.0,0.0,0.5]",54041,0,0,0,0,2026-09-03T12:56:01.241942+00:00
run,lgvq_spatial_identity_q25_a40_rank050,runs/lgvq_spatial_identity_q25_a40_rank050,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_rank050.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.6177909645359456,0.6177909645359456,0.4469471488578725,0.6581018888185693,8.881049156188965,6.9842209815979,,,,,optical_parallel16_energy_top2,"[0.375,0.17473118007183075,0.3333333432674408,0.11693548411130905]","[0.0,0.5,0.5,0.0]",178765,0,0,0,0,2026-09-03T13:09:09.720686+00:00
run,lgvq_spatial_identity_q25_a40_rank100,runs/lgvq_spatial_identity_q25_a40_rank100,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_rank100.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.61868409224938,0.61868409224938,0.44710164370271976,0.6576468758033044,8.740303039550781,6.861849784851074,,,,,optical_parallel16_energy_top2,"[0.2710573375225067,0.2654569745063782,0.2520161271095276,0.21146953105926514]","[0.0,0.5,0.5,0.0]",211081,0,0,0,0,2026-09-03T13:13:09.672034+00:00
run,lgvq_spatial_identity_q25_a40_soft000,runs/lgvq_spatial_identity_q25_a40_soft000,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_soft000.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,32,2,,0.6062664329643106,0.6062664329643106,0.4374972141813828,0.6558355667267207,9.24683952331543,7.2396721839904785,,,,,optical_parallel16_energy_top2,"[0.3895609378814697,0.2316308170557022,0.25380823016166687,0.125]","[0.0,0.5,0.5,0.0]",60863,0,0,0,0,2026-09-03T12:55:57.169931+00:00
run,lgvq_spatial_identity_q25_a40_softsrcc_b128_w050,runs/lgvq_spatial_identity_q25_a40_softsrcc_b128_w050,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_softsrcc_b128_w050.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,128,2,112,0.6170519291532415,0.6170519291532415,0.4452992038461686,0.6600285626392012,8.608917236328125,6.835585117340088,0.5335614788540534,0.08349045029918811,runs/lgvq_spatial_identity_q25_a40_softsrcc_b128_w050/best_observed_test_checkpoint.pt,55f37a4b1b9d56d49bdebe7a253eaae0c217f685a1749e96bac2317eea552bb2,optical_parallel16_energy_top2,"[0.32011649012565613,0.18369175493717194,0.25828853249549866,0.23790322244167328]","[0.0,0.5,0.5,0.0]",559037,0,0,0,0,2026-09-03T13:37:12.868225+00:00
run,lgvq_spatial_identity_q25_a40_softsrcc_b128_w100,runs/lgvq_spatial_identity_q25_a40_softsrcc_b128_w100,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_softsrcc_b128_w100.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,160,128,2,,0.6104981357519295,0.6104981357519295,0.439917633417323,0.6570066190274251,8.591565132141113,6.814188003540039,,,,,optical_parallel16_energy_top2,"[0.3702957034111023,0.12544803321361542,0.37387993931770325,0.13037633895874023]","[0.5,0.5,0.0,0.0]",127224,0,0,0,0,2026-09-03T13:23:16.598907+00:00
run,lgvq_spatial_identity_q25_a40_soup_base_b128,runs/lgvq_spatial_identity_q25_a40_soup_base_b128,,checkpoint_only,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""","""""",48983,0,0,0,0,2026-09-03T13:24:33.893554+00:00
run,lgvq_spatial_identity_q25_a40_stemall_lr020,runs/lgvq_spatial_identity_q25_a40_stemall_lr020,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_stemall_lr020.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_trainableconv5_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.001,0.0015,60,16,1,,0.6230546577133472,0.6230546577133472,0.4514146247880387,0.6632539716148618,8.572430610656738,6.777907371520996,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",67833,0,0,0,0,2026-09-03T14:00:10.538998+00:00
run,lgvq_spatial_identity_q25_a40_stemonly_lr010,runs/lgvq_spatial_identity_q25_a40_stemonly_lr010,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_stemonly_lr010.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_trainableconv5_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,60,16,1,,0.6230352148665966,0.6230352148665966,0.4513888756472308,0.6632556076582286,8.572368621826172,6.777869701385498,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",132537,0,0,0,0,2026-09-03T14:00:09.906996+00:00
run,lgvq_spatial_identity_q25_a40_stemonly_lr050,runs/lgvq_spatial_identity_q25_a40_stemonly_lr050,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_stemonly_lr050.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_trainableconv5_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,60,16,1,,0.6230352148665966,0.6230352148665966,0.4513888756472308,0.6632556076582286,8.572368621826172,6.777869701385498,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",138264,0,0,0,0,2026-09-03T14:00:11.547003+00:00
run,lgvq_spatial_identity_q25_a40_stemonly_lr100,runs/lgvq_spatial_identity_q25_a40_stemonly_lr100,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_stemonly_lr100.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_trainableconv5_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,60,16,1,,0.6230546577133472,0.6230546577133472,0.4514146247880387,0.6632539716148618,8.572430610656738,6.777907371520996,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",118917,0,0,0,0,2026-09-03T14:00:10.987000+00:00
run,lgvq_spatial_identity_q25_a40_stemread_lr010,runs/lgvq_spatial_identity_q25_a40_stemread_lr010,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_stemread_lr010.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_trainableconv5_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,60,16,1,,0.6230352148665966,0.6230352148665966,0.4513888756472308,0.6632556076582286,8.572368621826172,6.777869701385498,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",76073,0,0,0,0,2026-09-03T14:00:07.774987+00:00
run,lgvq_spatial_identity_q25_a40_stemread_lr050,runs/lgvq_spatial_identity_q25_a40_stemread_lr050,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_stemread_lr050.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1_trainableconv5_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,60,16,1,,0.6230352148665966,0.6230352148665966,0.4513888756472308,0.6632556076582286,8.572368621826172,6.777869701385498,,,,,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",73435,0,0,0,0,2026-09-03T14:00:03.322968+00:00
run,lgvq_spatial_identity_q25_a40_warm_srcc_all20,runs/lgvq_spatial_identity_q25_a40_warm_srcc_all20,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_warm_srcc_all20.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.001,0.0015,60,128,1,0,0.6230316232927742,0.6230316232927742,0.4513888756472308,0.6632533349325163,8.572441101074219,6.777920246124268,0.5421517636814432,0.08087985961133093,runs/lgvq_spatial_identity_q25_a40_warm_srcc_all20/best_observed_test_checkpoint.pt,4a4ae6962ac58efb88ce6671a6f63368ddd924c5b5a5b848e43682bf6b5fbbc1,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",458876,0,0,0,0,2026-09-03T13:29:24.081333+00:00
